Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","428","Latvia","5312","Area harvested","0111","Wheat","2013","2013","ha","369300","A","Official figure",""
"QCL","Crops and livestock products","428","Latvia","5412","Yield","0111","Wheat","2013","2013","kg/ha","3885.7","A","Official figure",""
"QCL","Crops and livestock products","428","Latvia","5510","Production","0111","Wheat","2013","2013","t","1435000","A","Official figure",""
"QCL","Crops and livestock products","428","Latvia","5312","Area harvested","0111","Wheat","2014","2014","ha","391600","A","Official figure",""
"QCL","Crops and livestock products","428","Latvia","5412","Yield","0111","Wheat","2014","2014","kg/ha","3747.4","A","Official figure",""
"QCL","Crops and livestock products","428","Latvia","5510","Production","0111","Wheat","2014","2014","t","1467500","A","Official figure",""
"QCL","Crops and livestock products","428","Latvia","5312","Area harvested","0111","Wheat","2015","2015","ha","447300","A","Official figure",""
"QCL","Crops and livestock products","428","Latvia","5412","Yield","0111","Wheat","2015","2015","kg/ha","5030.4","A","Official figure",""
"QCL","Crops and livestock products","428","Latvia","5510","Production","0111","Wheat","2015","2015","t","2250100","A","Official figure",""
"QCL","Crops and livestock products","428","Latvia","5312","Area harvested","0111","Wheat","2016","2016","ha","479100","A","Official figure",""
"QCL","Crops and livestock products","428","Latvia","5412","Yield","0111","Wheat","2016","2016","kg/ha","4304.5","A","Official figure",""
"QCL","Crops and livestock products","428","Latvia","5510","Production","0111","Wheat","2016","2016","t","2062300","A","Official figure",""
"QCL","Crops and livestock products","428","Latvia","5312","Area harvested","0111","Wheat","2017","2017","ha","446800","A","Official figure",""
"QCL","Crops and livestock products","428","Latvia","5412","Yield","0111","Wheat","2017","2017","kg/ha","4786.9","A","Official figure",""
"QCL","Crops and livestock products","428","Latvia","5510","Production","0111","Wheat","2017","2017","t","2138800","A","Official figure",""
"QCL","Crops and livestock products","428","Latvia","5312","Area harvested","0111","Wheat","2018","2018","ha","417200","A","Official figure",""
"QCL","Crops and livestock products","428","Latvia","5412","Yield","0111","Wheat","2018","2018","kg/ha","3431.4","A","Official figure",""
"QCL","Crops and livestock products","428","Latvia","5510","Production","0111","Wheat","2018","2018","t","1431600","A","Official figure",""
"QCL","Crops and livestock products","428","Latvia","5312","Area harvested","0111","Wheat","2019","2019","ha","492700","A","Official figure",""
"QCL","Crops and livestock products","428","Latvia","5412","Yield","0111","Wheat","2019","2019","kg/ha","4812.3","A","Official figure",""
"QCL","Crops and livestock products","428","Latvia","5510","Production","0111","Wheat","2019","2019","t","2371000","A","Official figure",""
"QCL","Crops and livestock products","428","Latvia","5312","Area harvested","0111","Wheat","2020","2020","ha","498200","A","Official figure",""
"QCL","Crops and livestock products","428","Latvia","5412","Yield","0111","Wheat","2020","2020","kg/ha","5338.4","A","Official figure",""
"QCL","Crops and livestock products","428","Latvia","5510","Production","0111","Wheat","2020","2020","t","2659600","A","Official figure",""
"QCL","Crops and livestock products","428","Latvia","5312","Area harvested","0111","Wheat","2021","2021","ha","537300","A","Official figure",""
"QCL","Crops and livestock products","428","Latvia","5412","Yield","0111","Wheat","2021","2021","kg/ha","4481.1","A","Official figure",""
"QCL","Crops and livestock products","428","Latvia","5510","Production","0111","Wheat","2021","2021","t","2407700","A","Official figure",""
"QCL","Crops and livestock products","428","Latvia","5312","Area harvested","0111","Wheat","2022","2022","ha","537500","A","Official figure",""
"QCL","Crops and livestock products","428","Latvia","5412","Yield","0111","Wheat","2022","2022","kg/ha","4724.5","A","Official figure",""
"QCL","Crops and livestock products","428","Latvia","5510","Production","0111","Wheat","2022","2022","t","2539400","A","Official figure",""
"QCL","Crops and livestock products","428","Latvia","5312","Area harvested","0111","Wheat","2023","2023","ha","525000","A","Official figure",""
"QCL","Crops and livestock products","428","Latvia","5412","Yield","0111","Wheat","2023","2023","kg/ha","4070.1","A","Official figure",""
"QCL","Crops and livestock products","428","Latvia","5510","Production","0111","Wheat","2023","2023","t","2136800","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5312","Area harvested","0111","Wheat","1992","1992","ha","283500","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5412","Yield","0111","Wheat","1992","1992","kg/ha","2941.1","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5510","Production","0111","Wheat","1992","1992","t","833800","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5312","Area harvested","0111","Wheat","1993","1993","ha","375500","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5412","Yield","0111","Wheat","1993","1993","kg/ha","2371.8","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5510","Production","0111","Wheat","1993","1993","t","890600","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5312","Area harvested","0111","Wheat","1994","1994","ha","270000","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5412","Yield","0111","Wheat","1994","1994","kg/ha","2034.8","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5510","Production","0111","Wheat","1994","1994","t","549400","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5312","Area harvested","0111","Wheat","1995","1995","ha","260600","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5412","Yield","0111","Wheat","1995","1995","kg/ha","2445.5","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5510","Production","0111","Wheat","1995","1995","t","637300","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5312","Area harvested","0111","Wheat","1996","1996","ha","347700","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5412","Yield","0111","Wheat","1996","1996","kg/ha","2692.6","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5510","Production","0111","Wheat","1996","1996","t","936200","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5312","Area harvested","0111","Wheat","1997","1997","ha","375600","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5412","Yield","0111","Wheat","1997","1997","kg/ha","3001.6","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5510","Production","0111","Wheat","1997","1997","t","1127400","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5312","Area harvested","0111","Wheat","1998","1998","ha","359600","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5412","Yield","0111","Wheat","1998","1998","kg/ha","2867.1","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5510","Production","0111","Wheat","1998","1998","t","1031000","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5312","Area harvested","0111","Wheat","1999","1999","ha","333700","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5412","Yield","0111","Wheat","1999","1999","kg/ha","2609.8","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5510","Production","0111","Wheat","1999","1999","t","870900","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5312","Area harvested","0111","Wheat","2000","2000","ha","370400","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5412","Yield","0111","Wheat","2000","2000","kg/ha","3341.3","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5510","Production","0111","Wheat","2000","2000","t","1237600","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5312","Area harvested","0111","Wheat","2001","2001","ha","352200","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5412","Yield","0111","Wheat","2001","2001","kg/ha","3055.9","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5510","Production","0111","Wheat","2001","2001","t","1076300","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5312","Area harvested","0111","Wheat","2002","2002","ha","335100","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5412","Yield","0111","Wheat","2002","2002","kg/ha","3633.5","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5510","Production","0111","Wheat","2002","2002","t","1217600","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5312","Area harvested","0111","Wheat","2003","2003","ha","336500","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5412","Yield","0111","Wheat","2003","2003","kg/ha","3578.3","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5510","Production","0111","Wheat","2003","2003","t","1204100","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5312","Area harvested","0111","Wheat","2004","2004","ha","355100","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5412","Yield","0111","Wheat","2004","2004","kg/ha","4027.6","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5510","Production","0111","Wheat","2004","2004","t","1430200","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5312","Area harvested","0111","Wheat","2005","2005","ha","369500","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5412","Yield","0111","Wheat","2005","2005","kg/ha","3733.2","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5510","Production","0111","Wheat","2005","2005","t","1379400","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5312","Area harvested","0111","Wheat","2006","2006","ha","343800","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5412","Yield","0111","Wheat","2006","2006","kg/ha","2355.4","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5510","Production","0111","Wheat","2006","2006","t","809800","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5312","Area harvested","0111","Wheat","2007","2007","ha","354600","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5412","Yield","0111","Wheat","2007","2007","kg/ha","3921.9","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5510","Production","0111","Wheat","2007","2007","t","1390700","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5312","Area harvested","0111","Wheat","2008","2008","ha","403500","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5412","Yield","0111","Wheat","2008","2008","kg/ha","4268.9","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5510","Production","0111","Wheat","2008","2008","t","1722500","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5312","Area harvested","0111","Wheat","2009","2009","ha","500000","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5412","Yield","0111","Wheat","2009","2009","kg/ha","4200.4","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5510","Production","0111","Wheat","2009","2009","t","2100200","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5312","Area harvested","0111","Wheat","2010","2010","ha","517600","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5412","Yield","0111","Wheat","2010","2010","kg/ha","3304.5","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5510","Production","0111","Wheat","2010","2010","t","1710400","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5312","Area harvested","0111","Wheat","2011","2011","ha","551100","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5412","Yield","0111","Wheat","2011","2011","kg/ha","3391.9","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5510","Production","0111","Wheat","2011","2011","t","1869300","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5312","Area harvested","0111","Wheat","2012","2012","ha","627000","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5412","Yield","0111","Wheat","2012","2012","kg/ha","4782.9","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5510","Production","0111","Wheat","2012","2012","t","2998900","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5312","Area harvested","0111","Wheat","2013","2013","ha","667400","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5412","Yield","0111","Wheat","2013","2013","kg/ha","4302.2","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5510","Production","0111","Wheat","2013","2013","t","2871300","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5312","Area harvested","0111","Wheat","2014","2014","ha","708000","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5412","Yield","0111","Wheat","2014","2014","kg/ha","4563","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5510","Production","0111","Wheat","2014","2014","t","3230600","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5312","Area harvested","0111","Wheat","2015","2015","ha","836200","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5412","Yield","0111","Wheat","2015","2015","kg/ha","5238.4","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5510","Production","0111","Wheat","2015","2015","t","4380330","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5312","Area harvested","0111","Wheat","2016","2016","ha","880534","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5412","Yield","0111","Wheat","2016","2016","kg/ha","4366.1","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5510","Production","0111","Wheat","2016","2016","t","3844491","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5312","Area harvested","0111","Wheat","2017","2017","ha","811947","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5412","Yield","0111","Wheat","2017","2017","kg/ha","4824.7","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5510","Production","0111","Wheat","2017","2017","t","3917372","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5312","Area harvested","0111","Wheat","2018","2018","ha","772890","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5412","Yield","0111","Wheat","2018","2018","kg/ha","3673.1","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5510","Production","0111","Wheat","2018","2018","t","2838900","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5312","Area harvested","0111","Wheat","2019","2019","ha","895760","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5412","Yield","0111","Wheat","2019","2019","kg/ha","4291.2","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5510","Production","0111","Wheat","2019","2019","t","3843850","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5312","Area harvested","0111","Wheat","2020","2020","ha","893510","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5412","Yield","0111","Wheat","2020","2020","kg/ha","5393.1","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5510","Production","0111","Wheat","2020","2020","t","4818750","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5312","Area harvested","0111","Wheat","2021","2021","ha","944170","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5412","Yield","0111","Wheat","2021","2021","kg/ha","4500.1","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5510","Production","0111","Wheat","2021","2021","t","4248850","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5312","Area harvested","0111","Wheat","2022","2022","ha","946720","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5412","Yield","0111","Wheat","2022","2022","kg/ha","4735","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5510","Production","0111","Wheat","2022","2022","t","4482760","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5312","Area harvested","0111","Wheat","2023","2023","ha","940290","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5412","Yield","0111","Wheat","2023","2023","kg/ha","4738.3","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5510","Production","0111","Wheat","2023","2023","t","4455390","A","Official figure",""
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","0111","Wheat","2000","2000","ha","10971","A","Official figure",""
"QCL","Crops and livestock products","442","Luxembourg","5412","Yield","0111","Wheat","2000","2000","kg/ha","5576.9","A","Official figure",""
"QCL","Crops and livestock products","442","Luxembourg","5510","Production","0111","Wheat","2000","2000","t","61184","A","Official figure",""
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","0111","Wheat","2001","2001","ha","9825","A","Official figure",""
"QCL","Crops and livestock products","442","Luxembourg","5412","Yield","0111","Wheat","2001","2001","kg/ha","5498.4","A","Official figure",""
"QCL","Crops and livestock products","442","Luxembourg","5510","Production","0111","Wheat","2001","2001","t","54022","A","Official figure",""
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","0111","Wheat","2002","2002","ha","12009","A","Official figure",""
"QCL","Crops and livestock products","442","Luxembourg","5412","Yield","0111","Wheat","2002","2002","kg/ha","5966.9","A","Official figure",""
"QCL","Crops and livestock products","442","Luxembourg","5510","Production","0111","Wheat","2002","2002","t","71656","A","Official figure",""
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","0111","Wheat","2003","2003","ha","11187","A","Official figure",""
"QCL","Crops and livestock products","442","Luxembourg","5412","Yield","0111","Wheat","2003","2003","kg/ha","6136.4","A","Official figure",""
"QCL","Crops and livestock products","442","Luxembourg","5510","Production","0111","Wheat","2003","2003","t","68648","A","Official figure",""
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","0111","Wheat","2004","2004","ha","11720","A","Official figure",""
"QCL","Crops and livestock products","442","Luxembourg","5412","Yield","0111","Wheat","2004","2004","kg/ha","6824.1","A","Official figure",""
"QCL","Crops and livestock products","442","Luxembourg","5510","Production","0111","Wheat","2004","2004","t","79978","A","Official figure",""
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","0111","Wheat","2005","2005","ha","11927","A","Official figure",""
"QCL","Crops and livestock products","442","Luxembourg","5412","Yield","0111","Wheat","2005","2005","kg/ha","6015.3","A","Official figure",""
"QCL","Crops and livestock products","442","Luxembourg","5510","Production","0111","Wheat","2005","2005","t","71745","A","Official figure",""
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","0111","Wheat","2006","2006","ha","12665","A","Official figure",""
"QCL","Crops and livestock products","442","Luxembourg","5412","Yield","0111","Wheat","2006","2006","kg/ha","5969.4","A","Official figure",""
"QCL","Crops and livestock products","442","Luxembourg","5510","Production","0111","Wheat","2006","2006","t","75603","A","Official figure",""
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","0111","Wheat","2007","2007","ha","12586","A","Official figure",""
"QCL","Crops and livestock products","442","Luxembourg","5412","Yield","0111","Wheat","2007","2007","kg/ha","5599","A","Official figure",""
"QCL","Crops and livestock products","442","Luxembourg","5510","Production","0111","Wheat","2007","2007","t","70469","A","Official figure",""
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","0111","Wheat","2008","2008","ha","14675","A","Official figure",""
"QCL","Crops and livestock products","442","Luxembourg","5412","Yield","0111","Wheat","2008","2008","kg/ha","6661.7","A","Official figure",""
"QCL","Crops and livestock products","442","Luxembourg","5510","Production","0111","Wheat","2008","2008","t","97760","A","Official figure",""
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","0111","Wheat","2009","2009","ha","13841","A","Official figure",""
"QCL","Crops and livestock products","442","Luxembourg","5412","Yield","0111","Wheat","2009","2009","kg/ha","6567.7","A","Official figure",""
"QCL","Crops and livestock products","442","Luxembourg","5510","Production","0111","Wheat","2009","2009","t","90903","A","Official figure",""
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","0111","Wheat","2010","2010","ha","14009","A","Official figure",""
"QCL","Crops and livestock products","442","Luxembourg","5412","Yield","0111","Wheat","2010","2010","kg/ha","5958.6","A","Official figure",""
"QCL","Crops and livestock products","442","Luxembourg","5510","Production","0111","Wheat","2010","2010","t","83474","A","Official figure",""
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","0111","Wheat","2011","2011","ha","13897","A","Official figure",""
"QCL","Crops and livestock products","442","Luxembourg","5412","Yield","0111","Wheat","2011","2011","kg/ha","5529","A","Official figure",""
"QCL","Crops and livestock products","442","Luxembourg","5510","Production","0111","Wheat","2011","2011","t","76839","A","Official figure",""
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","0111","Wheat","2012","2012","ha","13500","A","Official figure",""
"QCL","Crops and livestock products","442","Luxembourg","5412","Yield","0111","Wheat","2012","2012","kg/ha","5866.5","A","Official figure",""
"QCL","Crops and livestock products","442","Luxembourg","5510","Production","0111","Wheat","2012","2012","t","79198","A","Official figure",""
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","0111","Wheat","2013","2013","ha","14300","A","Official figure",""
"QCL","Crops and livestock products","442","Luxembourg","5412","Yield","0111","Wheat","2013","2013","kg/ha","6367.6","A","Official figure",""
"QCL","Crops and livestock products","442","Luxembourg","5510","Production","0111","Wheat","2013","2013","t","91057","A","Official figure",""
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","0111","Wheat","2014","2014","ha","12665","A","Official figure",""
"QCL","Crops and livestock products","442","Luxembourg","5412","Yield","0111","Wheat","2014","2014","kg/ha","6154.1","A","Official figure",""
"QCL","Crops and livestock products","442","Luxembourg","5510","Production","0111","Wheat","2014","2014","t","77943","A","Official figure",""
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","0111","Wheat","2015","2015","ha","14494","A","Official figure",""
"QCL","Crops and livestock products","442","Luxembourg","5412","Yield","0111","Wheat","2015","2015","kg/ha","6282.5","A","Official figure",""
"QCL","Crops and livestock products","442","Luxembourg","5510","Production","0111","Wheat","2015","2015","t","91058","A","Official figure",""
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","0111","Wheat","2016","2016","ha","13808","A","Official figure",""
"QCL","Crops and livestock products","442","Luxembourg","5412","Yield","0111","Wheat","2016","2016","kg/ha","5074.4","A","Official figure",""
"QCL","Crops and livestock products","442","Luxembourg","5510","Production","0111","Wheat","2016","2016","t","70069","A","Official figure",""
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","0111","Wheat","2017","2017","ha","14185","A","Official figure",""
"QCL","Crops and livestock products","442","Luxembourg","5412","Yield","0111","Wheat","2017","2017","kg/ha","5483.4","A","Official figure",""
"QCL","Crops and livestock products","442","Luxembourg","5510","Production","0111","Wheat","2017","2017","t","77781","A","Official figure",""
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","0111","Wheat","2018","2018","ha","12870","A","Official figure",""
"QCL","Crops and livestock products","442","Luxembourg","5412","Yield","0111","Wheat","2018","2018","kg/ha","6188.8","A","Official figure",""
"QCL","Crops and livestock products","442","Luxembourg","5510","Production","0111","Wheat","2018","2018","t","79650","A","Official figure",""
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","0111","Wheat","2019","2019","ha","13360","A","Official figure",""
"QCL","Crops and livestock products","442","Luxembourg","5412","Yield","0111","Wheat","2019","2019","kg/ha","6157.2","A","Official figure",""
"QCL","Crops and livestock products","442","Luxembourg","5510","Production","0111","Wheat","2019","2019","t","82260","A","Official figure",""
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","0111","Wheat","2020","2020","ha","11930","A","Official figure",""
"QCL","Crops and livestock products","442","Luxembourg","5412","Yield","0111","Wheat","2020","2020","kg/ha","6068.7","A","Official figure",""
"QCL","Crops and livestock products","442","Luxembourg","5510","Production","0111","Wheat","2020","2020","t","72400","A","Official figure",""
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","0111","Wheat","2021","2021","ha","12870","A","Official figure",""
"QCL","Crops and livestock products","442","Luxembourg","5412","Yield","0111","Wheat","2021","2021","kg/ha","5916.1","A","Official figure",""
"QCL","Crops and livestock products","442","Luxembourg","5510","Production","0111","Wheat","2021","2021","t","76140","A","Official figure",""
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","0111","Wheat","2022","2022","ha","13570","A","Official figure",""
"QCL","Crops and livestock products","442","Luxembourg","5412","Yield","0111","Wheat","2022","2022","kg/ha","6329.4","A","Official figure",""
"QCL","Crops and livestock products","442","Luxembourg","5510","Production","0111","Wheat","2022","2022","t","85890","A","Official figure",""
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","0111","Wheat","2023","2023","ha","12470","A","Official figure",""
"QCL","Crops and livestock products","442","Luxembourg","5412","Yield","0111","Wheat","2023","2023","kg/ha","5802.7","A","Official figure",""
"QCL","Crops and livestock products","442","Luxembourg","5510","Production","0111","Wheat","2023","2023","t","72360","A","Official figure",""
"QCL","Crops and livestock products","470","Malta","5312","Area harvested","0111","Wheat","1961","1961","ha","2069","A","Official figure",""
"QCL","Crops and livestock products","470","Malta","5412","Yield","0111","Wheat","1961","1961","kg/ha","1374.6","A","Official figure",""
"QCL","Crops and livestock products","470","Malta","5510","Production","0111","Wheat","1961","1961","t","2844","A","Official figure",""
"QCL","Crops and livestock products","470","Malta","5312","Area harvested","0111","Wheat","1962","1962","ha","2069","A","Official figure",""
"QCL","Crops and livestock products","470","Malta","5412","Yield","0111","Wheat","1962","1962","kg/ha","1374.6","A","Official figure",""
"QCL","Crops and livestock products","470","Malta","5510","Production","0111","Wheat","1962","1962","t","2844","A","Official figure",""
"QCL","Crops and livestock products","470","Malta","5312","Area harvested","0111","Wheat","1963","1963","ha","1845","A","Official figure",""
"QCL","Crops and livestock products","470","Malta","5412","Yield","0111","Wheat","1963","1963","kg/ha","1600.5","A","Official figure",""
"QCL","Crops and livestock products","470","Malta","5510","Production","0111","Wheat","1963","1963","t","2953","A","Official figure",""
"QCL","Crops and livestock products","470","Malta","5312","Area harvested","0111","Wheat","1964","1964","ha","1873","A","Official figure",""
"QCL","Crops and livestock products","470","Malta","5412","Yield","0111","Wheat","1964","1964","kg/ha","1478.9","A","Official figure",""
"QCL","Crops and livestock products","470","Malta","5510","Production","0111","Wheat","1964","1964","t","2770","A","Official figure",""
"QCL","Crops and livestock products","470","Malta","5312","Area harvested","0111","Wheat","1965","1965","ha","1586","A","Official figure",""
"QCL","Crops and livestock products","470","Malta","5412","Yield","0111","Wheat","1965","1965","kg/ha","1601.5","A","Official figure",""
"QCL","Crops and livestock products","470","Malta","5510","Production","0111","Wheat","1965","1965","t","2540","A","Official figure",""
"QCL","Crops and livestock products","470","Malta","5312","Area harvested","0111","Wheat","1966","1966","ha","1555","A","Official figure",""
"QCL","Crops and livestock products","470","Malta","5412","Yield","0111","Wheat","1966","1966","kg/ha","1502.9","A","Official figure",""
"QCL","Crops and livestock products","470","Malta","5510","Production","0111","Wheat","1966","1966","t","2337","A","Official figure",""
"QCL","Crops and livestock products","470","Malta","5312","Area harvested","0111","Wheat","1967","1967","ha","1548","A","Official figure",""
"QCL","Crops and livestock products","470","Malta","5412","Yield","0111","Wheat","1967","1967","kg/ha","1432.2","A","Official figure",""
"QCL","Crops and livestock products","470","Malta","5510","Production","0111","Wheat","1967","1967","t","2217","A","Official figure",""
"QCL","Crops and livestock products","470","Malta","5312","Area harvested","0111","Wheat","1968","1968","ha","1344","A","Official figure",""
"QCL","Crops and livestock products","470","Malta","5412","Yield","0111","Wheat","1968","1968","kg/ha","1006","A","Official figure",""
"QCL","Crops and livestock products","470","Malta","5510","Production","0111","Wheat","1968","1968","t","1352","A","Official figure",""
"QCL","Crops and livestock products","470","Malta","5312","Area harvested","0111","Wheat","1969","1969","ha","1268","A","Official figure",""
"QCL","Crops and livestock products","470","Malta","5412","Yield","0111","Wheat","1969","1969","kg/ha","1380.1","A","Official figure",""
"QCL","Crops and livestock products","470","Malta","5510","Production","0111","Wheat","1969","1969","t","1750","A","Official figure",""
"QCL","Crops and livestock products","470","Malta","5312","Area harvested","0111","Wheat","1970","1970","ha","1243","A","Official figure",""
"QCL","Crops and livestock products","470","Malta","5412","Yield","0111","Wheat","1970","1970","kg/ha","1485.9","A","Official figure",""
"QCL","Crops and livestock products","470","Malta","5510","Production","0111","Wheat","1970","1970","t","1847","A","Official figure",""
"QCL","Crops and livestock products","470","Malta","5312","Area harvested","0111","Wheat","1971","1971","ha","1130","A","Official figure",""
"QCL","Crops and livestock products","470","Malta","5412","Yield","0111","Wheat","1971","1971","kg/ha","2108.8","A","Official figure",""
